idingreso,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_x,tipo_persona,nombre_proveedor,tipo_documento_proveedor,num_documento_proveedor,direccion_proveedor,telefono_proveedor,email_proveedor,nombre,tipo_documento,num_documento,direccion,telefono,email,clave,estado_y
837138723,Boleta de Venta,5927222,,2016-10-12,75.16,63469.97,Reembolsada,proveedor,Richard Murphy,Pasaporte,112702944708653,"719 Keller Square Apt. 568 West Aprilberg, MP 40213",763-247-,mark52@hotmail.com,Jonathan Lee,DNI,129698974748969,"06378 Lacey Squares Suite 620 Samanthashire, DE 49144",81277161,nicoleschwartz@gmail.com,<memory at 0x1437f2740>,1
788982054,Recibo,4477241,,2020-05-18,36.05,76191.66,Cancelada,proveedor,Sarah Collins,Pasaporte,142741650444760,"04704 Lauren Village Suite 595 Comptonburgh, AZ 89724",+1-481-8,gordonjenkins@yahoo.com,William Walters,NIE,198222350544329,"513 Shawn Plaza Suite 962 North Sarahville, KS 60305",282.525.,lori14@hotmail.com,<memory at 0x1438313c0>,1
429038518,Recibo,6527925,,2021-01-05,76.59,82957.46,Completada,proveedor,Elizabeth Williams,NIE,116079235293456,"3895 Bennett Via Suite 552 North Kim, MT 61978",+1-481-6,yfoster@hotmail.com,William Walters,NIE,198222350544329,"513 Shawn Plaza Suite 962 North Sarahville, KS 60305",282.525.,lori14@hotmail.com,<memory at 0x1438313c0>,1
380824274,Boleta de Venta,4170507,,2019-03-23,76.12,6111.91,Pendiente,proveedor,Sarah Collins,Pasaporte,142741650444760,"04704 Lauren Village Suite 595 Comptonburgh, AZ 89724",+1-481-8,gordonjenkins@yahoo.com,Kelly Murray,Pasaporte,165876213201269,"1782 Natalie Highway New David, TN 59696",949.609.,ojones@yahoo.com,<memory at 0x1437fc280>,1
613852387,Nota de Crédito,3099565,,2020-03-19,83.68,8430.51,En proceso,proveedor,Michele Montgomery,NIE,112473229805378,"95907 Laura Estate North David, WA 40755",909-336-,fisherwilliam@yahoo.com,Kelly Murray,Pasaporte,165876213201269,"1782 Natalie Highway New David, TN 59696",949.609.,ojones@yahoo.com,<memory at 0x1437fc280>,1
534227255,Ticket de Venta,3361089,,2019-09-07,87.49,85025.32,Completada,proveedor,Stephanie Shannon,Tarjeta Residencia,128034622364984,"85754 Michelle Squares Lindamouth, GA 69233",+1-229-2,yfuller@gmail.com,Tammy Smith,Pasaporte,167958842131481,"617 Young Plain Apt. 377 South Jessicahaven, AZ 70160",737-880-,dawnwalker@hotmail.com,<memory at 0x143814340>,1
177711426,Nota de Crédito,1108297,,2019-09-22,41.9,24538.87,Cancelada,proveedor,Jonathon Ramirez,Tarjeta Residencia,122484129618195,"8606 Johnson Crescent Robinchester, VI 43538",845.844.,lisaanderson@hotmail.com,Mathew Wilson,NIE,103161852158265,"587 Erica Drives Apt. 957 Lake Samanthamouth, NM 47418",+1-356-4,jacobmccullough@hotmail.com,<memory at 0x1437f2ec0>,0
733190714,Recibo,1004142,,2015-07-08,81.87,57503.78,Cancelada,proveedor,Jonathon Ramirez,Tarjeta Residencia,122484129618195,"8606 Johnson Crescent Robinchester, VI 43538",845.844.,lisaanderson@hotmail.com,Matthew Adams,NIE,143094296980758,"243 Simmons Expressway Fishertown, MS 11225",001-673-,iwilson@hotmail.com,<memory at 0x143825cc0>,0
525284314,Factura,2536418,,2022-09-08,86.48,17687.5,En proceso,proveedor,Jonathon Ramirez,Tarjeta Residencia,122484129618195,"8606 Johnson Crescent Robinchester, VI 43538",845.844.,lisaanderson@hotmail.com,Felicia Hahn,Pasaporte,108023173153538,"5062 Brady Keys Suite 350 North Nicholas, SC 78640",309.943.,sabrinamooney@yahoo.com,<memory at 0x143809840>,0
475476292,Boleta de Venta,4913491,,2020-09-14,50.22,16253.82,Completada,proveedor,Miguel Gamble,NIE,198286884895763,"51373 Todd Summit Port Melissa, FM 59583",+1-655-8,bgreer@gmail.com,Mindy Adams,DNI,136007942425482,"73143 Jo Curve Colehaven, HI 90112",(414)546,ethan24@hotmail.com,<memory at 0x143810700>,1
372708642,Ticket de Venta,7312643,,2022-06-24,10.47,57986.2,Pendiente,proveedor,Miguel Gamble,NIE,198286884895763,"51373 Todd Summit Port Melissa, FM 59583",+1-655-8,bgreer@gmail.com,Tanya Chan MD,DNI,102485886006713,"5396 Clark Forks Apt. 047 East Debra, MS 36424",+1-693-4,rlopez@yahoo.com,<memory at 0x143830e80>,0
893464903,Boleta de Venta,2277723,,2016-05-24,63.83,19806.98,Completada,proveedor,James Gill,Tarjeta Residencia,108708808282481,"PSC 6010, Box 2979 APO AP 38195",+1-536-6,sadams@yahoo.com,Mr. Barry Morris,NIE,137851300533049,"0700 Fletcher Mountain East Bobstad, NY 79434",(339)761,katherine71@hotmail.com,<memory at 0x14380a980>,1
796406720,Factura,7805884,,2021-07-26,33.89,93122.42,Completada,proveedor,James Gill,Tarjeta Residencia,108708808282481,"PSC 6010, Box 2979 APO AP 38195",+1-536-6,sadams@yahoo.com,Andrea Miller,Pasaporte,191726828559873,"069 Porter Rue Williamsborough, KY 85065",+1-639-7,zneal@hotmail.com,<memory at 0x143832500>,1
333007179,Ticket de Venta,5355870,,2016-05-03,28.83,89941.06,En proceso,proveedor,Teresa Lowe,NIE,196296884674253,"78442 Isabel River New Kristenfurt, NV 72382",+1-597-2,nielsenheather@gmail.com,Renee Howard,NIE,176600178357826,"07590 Michael Camp Suite 141 New Aaron, FL 52254",001-618-,sandra18@hotmail.com,<memory at 0x14383c040>,0
519309644,Ticket de Venta,2175327,,2020-05-18,34.06,81784.06,Pendiente,proveedor,Daniel Thompson,NIE,111304467971126,"867 Lindsay Inlet South Johnburgh, FL 58329",457.826.,patricklopez@hotmail.com,Sarah Smith,Pasaporte,177839033236459,"5934 April Coves Apt. 486 Vaughnchester, NC 12052",+1-946-2,sarah45@hotmail.com,<memory at 0x143813100>,1
506596685,Ticket de Venta,6810916,,2022-06-15,77.46,72002.79,En proceso,proveedor,Daniel Thompson,NIE,111304467971126,"867 Lindsay Inlet South Johnburgh, FL 58329",457.826.,patricklopez@hotmail.com,Jeffrey Webb,Pasaporte,131998555429450,"47959 Morris Radial New Juan, WY 76163",(280)396,tammy74@gmail.com,<memory at 0x143800d00>,0
537599825,Nota de Débito,9736040,,2015-10-23,13.84,94081.02,Pendiente,proveedor,Julie Spencer,DNI,102971982758649,"482 Wilson Motorway Suite 458 New Alexander, GU 14599",845-424-,wheelerdanielle@yahoo.com,Jeffrey Webb,Pasaporte,131998555429450,"47959 Morris Radial New Juan, WY 76163",(280)396,tammy74@gmail.com,<memory at 0x143800d00>,0
605460811,Nota de Débito,3238248,,2015-05-03,64.09,48522.8,Reembolsada,proveedor,Nicole Diaz,DNI,110871658007262,"264 Alexandra Fork Apt. 118 East Gary, AR 04516",001-443-,bflores@yahoo.com,Kelly Banks,NIE,183482468271687,"136 Shannon Shoal South Timothytown, KS 86986",490.543.,kelleylauren@gmail.com,<memory at 0x14383c100>,1
841798056,Nota de Crédito,2638283,,2023-09-24,84.07,53511.06,Completada,proveedor,Nicole Diaz,DNI,110871658007262,"264 Alexandra Fork Apt. 118 East Gary, AR 04516",001-443-,bflores@yahoo.com,Derrick Porter,NIE,115222493120939,"99167 Martha Road Lake Tyler, AK 13578",+1-978-9,boyerrichard@yahoo.com,<memory at 0x1437fd900>,1
256099170,Nota de Débito,1493882,,2015-02-07,43.46,44962.6,Pendiente,proveedor,Justin Arnold,Tarjeta Residencia,181112273356938,"3648 Cory Parks Apt. 349 Cindytown, NJ 55748",828-407-,stuartmcmahon@hotmail.com,Derrick Porter,NIE,115222493120939,"99167 Martha Road Lake Tyler, AK 13578",+1-978-9,boyerrichard@yahoo.com,<memory at 0x1437fd900>,1
532996946,Nota de Crédito,4813672,,2022-08-27,99.71,14062.72,Completada,proveedor,Tina Mccoy,DNI,127208132637409,"973 Bradshaw Plaza Port Aaronburgh, WI 89973",682.930.,halldavid@yahoo.com,Johnny Young,NIE,148379757877405,"20986 Flores Landing Suite 474 East Christina, WA 04988",298-861-,youngjonathan@yahoo.com,<memory at 0x1437ee800>,1
904311116,Recibo,6373746,,2016-07-26,5.12,43576.3,En proceso,proveedor,Daniel Soto,Pasaporte,111329746792904,"PSC 6949, Box 3283 APO AP 87109",(926)748,michaelfitzpatrick@hotmail.com,Brandon Weber,Pasaporte,182608453147972,"PSC 8935, Box 4004 APO AE 15548",408.247.,mbruce@gmail.com,<memory at 0x143826e00>,1
333294189,Boleta de Venta,2103985,,2018-02-28,83.78,37387.91,Reembolsada,proveedor,Nathan Holden,Tarjeta Residencia,168064584759019,"40021 Susan Prairie Suite 957 Port Sarah, CA 67013",(701)916,juanwillis@yahoo.com,Brandon Weber,Pasaporte,182608453147972,"PSC 8935, Box 4004 APO AE 15548",408.247.,mbruce@gmail.com,<memory at 0x143826e00>,1
260929871,Nota de Crédito,5157237,,2022-06-02,98.58,25173.28,Completada,proveedor,Sherry Levine,Pasaporte,133514723325061,Unit 2474 Box 4454 DPO AE 57392,001-739-,jason29@yahoo.com,Samuel Bonilla,Pasaporte,145410584469492,"3292 Michael Corners Apt. 494 Port Megan, MP 50975",(432)640,donaldstrickland@hotmail.com,<memory at 0x14386a680>,1
701618525,Nota de Débito,3993989,,2021-08-04,58.67,46662.04,Completada,proveedor,Ricardo Larson,DNI,179026619291649,"85593 Estrada Corner Suite 665 Peterston, TN 67286",001-477-,christopher87@hotmail.com,William Moore,Pasaporte,184758374051522,"577 Smith Mountain Wilsonfurt, VA 34271",+1-559-7,waynewilson@yahoo.com,<memory at 0x14383f640>,0
361732450,Factura,8511886,,2018-12-16,3.46,65120.97,Pendiente,proveedor,Katherine Lutz,Pasaporte,188178936526051,"285 Arnold Gateway Port Martinchester, NY 61543",+1-410-8,jonesdarryl@gmail.com,Zachary Glover,NIE,102348801905562,"8872 Gill Mission Apt. 342 Roseland, OH 49784",957-765-,zlopez@gmail.com,<memory at 0x143810d00>,1
815483234,Ticket de Venta,7035279,,2016-07-16,87.72,34110.89,Completada,proveedor,Kaitlyn Ryan,Tarjeta Residencia,164912223990821,"PSC 3466, Box 1810 APO AP 18632",753.898.,rodney10@yahoo.com,Patricia Hernandez,NIE,114358084889673,"153 Fischer Course South Katherine, VA 03323",817-352-,angelaschwartz@yahoo.com,<memory at 0x1438150c0>,0
944407355,Recibo,7236439,,2018-05-31,52.7,46248.47,Cancelada,proveedor,Kaitlyn Ryan,Tarjeta Residencia,164912223990821,"PSC 3466, Box 1810 APO AP 18632",753.898.,rodney10@yahoo.com,Warren Hernandez,DNI,161823168751938,"PSC 8597, Box 4470 APO AA 86068",+1-606-9,jbennett@hotmail.com,<memory at 0x1437f3100>,1
708497766,Ticket de Venta,9601428,,2020-10-25,59.1,15245.11,Pendiente,proveedor,Louis Pittman,Tarjeta Residencia,145565807594359,"64557 Stephen Pines Port Jay, AL 23617",001-959-,eric37@gmail.com,Hannah Young,NIE,187589302053160,"4103 Carey Plains Suite 924 Reyesmouth, MT 43855",23794123,timothyproctor@yahoo.com,<memory at 0x1437f25c0>,1
500505685,Ticket de Venta,3632218,,2019-02-15,82.89,2839.0,Reembolsada,proveedor,Louis Pittman,Tarjeta Residencia,145565807594359,"64557 Stephen Pines Port Jay, AL 23617",001-959-,eric37@gmail.com,Alan Fox,NIE,143805068801177,"36963 Joseph Square South Thomas, NY 10135",001-634-,zhobbs@gmail.com,<memory at 0x143816c80>,0
712700265,Ticket de Venta,9798041,,2018-01-23,52.58,92029.86,Cancelada,proveedor,Michael Novak,Tarjeta Residencia,105140642631987,"42095 Vargas Extension Apt. 853 Watsonstad, KS 61499",627.682.,kelly44@yahoo.com,Danielle Hebert,NIE,102255453843891,"85440 Randy Turnpike Alexandermouth, MS 35536",(741)913,delgadojohn@hotmail.com,<memory at 0x1437fda80>,1
585298719,Nota de Débito,2476861,,2021-03-08,47.43,18273.67,Cancelada,proveedor,Ryan Villa,Tarjeta Residencia,140321003180111,"1277 Chaney Ranch New Angela, AZ 53825",(665)567,mendozaalfred@gmail.com,Danielle Hebert,NIE,102255453843891,"85440 Randy Turnpike Alexandermouth, MS 35536",(741)913,delgadojohn@hotmail.com,<memory at 0x1437fda80>,1
222976366,Nota de Crédito,4454815,,2022-04-06,54.22,54487.01,En proceso,proveedor,John Chase,DNI,169433344317294,"64751 Acosta Fords Harryborough, KY 96462",+1-967-6,fmcmahon@yahoo.com,Matthew Nguyen,DNI,143767382360039,"27416 Tonya Islands Port Tonyburgh, HI 98812",001-782-,donaldodom@gmail.com,<memory at 0x14386a200>,1
851757425,Nota de Crédito,8720804,,2017-05-12,60.07,82697.45,Completada,proveedor,Crystal Fuller,Pasaporte,174577778642211,"50609 Samantha Manors West Garymouth, OK 91861",534-685-,valvarado@gmail.com,Karina Gonzalez,NIE,183155358177348,Unit 1165 Box 7328 DPO AA 22900,001-648-,kbrown@yahoo.com,<memory at 0x1437ecf40>,1
293582757,Ticket de Venta,5783470,,2018-01-19,85.32,51812.02,Cancelada,proveedor,Crystal Fuller,Pasaporte,174577778642211,"50609 Samantha Manors West Garymouth, OK 91861",534-685-,valvarado@gmail.com,Maria Powell,DNI,104192987995517,"90160 Welch Spur Suite 690 Hobbsfort, OK 76260",41645073,dchapman@gmail.com,<memory at 0x143827d00>,0
767068532,Boleta de Venta,4987305,,2022-09-27,87.26,85849.67,Completada,proveedor,Bruce Curry,Tarjeta Residencia,118230064475155,Unit 4371 Box 7368 DPO AE 40736,450-682-,xadams@yahoo.com,Thomas Stein,Pasaporte,181623699535806,"2906 Jason Coves Suite 538 South John, MI 37069",001-762-,cheryl62@gmail.com,<memory at 0x143869000>,0
719109104,Factura,5952512,,2015-10-18,38.38,77033.56,Pendiente,proveedor,Tyler Cooley,NIE,153463502847748,"849 Mark Fields Apt. 625 New Melissa, MP 92753",442-921-,pprince@gmail.com,Thomas Stein,Pasaporte,181623699535806,"2906 Jason Coves Suite 538 South John, MI 37069",001-762-,cheryl62@gmail.com,<memory at 0x143869000>,0
270443194,Factura,8502005,,2018-06-08,5.42,30050.07,Reembolsada,proveedor,Bruce Curry,Tarjeta Residencia,118230064475155,Unit 4371 Box 7368 DPO AE 40736,450-682-,xadams@yahoo.com,Jordan Diaz,NIE,138677343897762,"3820 Wright Skyway Suite 824 Campbellbury, ME 21668",313-464-,ldouglas@gmail.com,<memory at 0x1437eea40>,0
784467833,Ticket de Venta,4595591,,2018-04-22,62.47,44654.98,Pendiente,proveedor,Russell Johnson,Pasaporte,112959136388237,"9049 Thomas Pine Suite 504 Georgeside, KS 41453",466-603-,karl17@hotmail.com,Jordan Diaz,NIE,138677343897762,"3820 Wright Skyway Suite 824 Campbellbury, ME 21668",313-464-,ldouglas@gmail.com,<memory at 0x1437eea40>,0
602202502,Recibo,6785458,,2022-01-23,62.83,84149.6,Reembolsada,proveedor,Marilyn Ortega,DNI,120970133778411,"2031 Hubbard Loop New Jessica, NV 65530",340.879.,mccarthydavid@gmail.com,Raymond Castro,NIE,131864758046439,"6266 Potts Ville South Stephanie, AL 39704",(711)683,adamstewart@yahoo.com,<memory at 0x1438501c0>,0
833221002,Boleta de Venta,4043189,,2018-07-04,35.14,82144.7,Cancelada,proveedor,Tammy Raymond,Pasaporte,163957873897680,"4393 Teresa Plain Apt. 070 South Jacqueline, MA 12199",001-207-,sabrinaallen@yahoo.com,Luis Summers,Pasaporte,191449014459172,"3561 Joel Vista Linborough, IA 01967",867.314.,isteele@yahoo.com,<memory at 0x14380a200>,0
678616158,Nota de Débito,5450856,,2021-10-29,73.42,739.57,Reembolsada,proveedor,Patricia Swanson,Tarjeta Residencia,148640758018586,"786 Moore Prairie Tylermouth, MS 62208",208.717.,donnaalvarado@gmail.com,Luis Summers,Pasaporte,191449014459172,"3561 Joel Vista Linborough, IA 01967",867.314.,isteele@yahoo.com,<memory at 0x14380a200>,0
702254811,Recibo,2574035,,2018-05-04,33.01,2502.38,En proceso,proveedor,Tammy Raymond,Pasaporte,163957873897680,"4393 Teresa Plain Apt. 070 South Jacqueline, MA 12199",001-207-,sabrinaallen@yahoo.com,Alan Smith,NIE,179750820439409,"9609 Nicole Manor New Jasminechester, MI 23956",411-344-,parkerrobert@hotmail.com,<memory at 0x143827880>,1
944249599,Factura,9063205,,2019-05-29,48.69,75446.22,En proceso,proveedor,Tammy Stewart,NIE,162985069121040,"57936 Robert Walks Sandraborough, GU 42108",(807)524,kennedyyvette@gmail.com,Krystal Reed,NIE,140283311363727,"357 Derek Isle Port Dianamouth, SC 15292",648.736.,marciareed@hotmail.com,<memory at 0x14383dfc0>,0
444851387,Nota de Crédito,8475819,,2020-10-07,29.82,54025.22,Reembolsada,proveedor,Christopher Mooney,NIE,199942740827201,"51443 Terri Parkways Suite 146 Millsland, NV 47267",867.258.,moodyeric@yahoo.com,Krystal Reed,NIE,140283311363727,"357 Derek Isle Port Dianamouth, SC 15292",648.736.,marciareed@hotmail.com,<memory at 0x14383dfc0>,0
184245588,Ticket de Venta,2143531,,2015-10-27,29.16,31268.52,En proceso,proveedor,Tammy Stewart,NIE,162985069121040,"57936 Robert Walks Sandraborough, GU 42108",(807)524,kennedyyvette@gmail.com,Vanessa Lee,DNI,194648476400168,"98540 Kelly Mills Tanyashire, WA 26525",+1-865-8,jeffreylevine@yahoo.com,<memory at 0x143800700>,1
612532623,Boleta de Venta,9206201,,2023-09-09,77.56,22164.04,En proceso,proveedor,Jason Ortiz,Tarjeta Residencia,144426905834367,"6140 Kayla Valley Suite 321 North Donna, NH 76599",+1-352-4,kathleencontreras@gmail.com,Natalie Patterson,NIE,149041584189860,"5949 Jennifer Ville Parkerstad, OK 85843",001-220-,ysnyder@hotmail.com,<memory at 0x1437fd540>,1
979014049,Ticket de Venta,8927679,,2022-03-28,30.39,12009.7,Pendiente,proveedor,Jason Ortiz,Tarjeta Residencia,144426905834367,"6140 Kayla Valley Suite 321 North Donna, NH 76599",+1-352-4,kathleencontreras@gmail.com,Mary Patterson,DNI,164748934696992,"235 Snyder Port Apt. 780 West Julie, OR 87989",600.264.,caseymason@hotmail.com,<memory at 0x1437ec580>,0
943004433,Nota de Débito,1545009,,2015-06-28,62.95,98171.16,Cancelada,proveedor,Jason Ortiz,Tarjeta Residencia,144426905834367,"6140 Kayla Valley Suite 321 North Donna, NH 76599",+1-352-4,kathleencontreras@gmail.com,Maria Morgan,Pasaporte,196919987275655,"1334 Lee Locks Suite 004 Parsonsland, CO 94656",338.453.,davenportangela@yahoo.com,<memory at 0x143853700>,1
765642338,Factura,1078847,,2020-04-18,52.56,35021.68,Completada,proveedor,Jason Ortiz,Tarjeta Residencia,144426905834367,"6140 Kayla Valley Suite 321 North Donna, NH 76599",+1-352-4,kathleencontreras@gmail.com,Randy Wilkerson,NIE,188134018137912,"55677 Maxwell Passage Suite 985 East Kylieview, WA 84809",848-596-,ewingbobby@gmail.com,<memory at 0x143851c00>,1
795488167,Recibo,6778800,,2015-06-13,55.14,26148.81,Pendiente,proveedor,Amanda Atkins,Pasaporte,127378054785643,"1728 Wade Junction Suite 540 Hernandezmouth, MT 68897",001-901-,kperry@hotmail.com,Tommy Hicks,Pasaporte,156802359752771,"11675 Cody Mission Garyhaven, PR 88739",(494)290,emilylang@yahoo.com,<memory at 0x1437ece80>,0
303165845,Ticket de Venta,9724345,,2017-03-20,51.74,59362.15,Cancelada,proveedor,Crystal Nolan,Pasaporte,125721620700302,Unit 8821 Box 7845 DPO AA 68875,950-351-,gsmith@yahoo.com,Jose Ortiz,NIE,141390768290604,"26578 Norris Plaza Apt. 003 Jessicashire, MH 57281",001-263-,jimmy27@gmail.com,<memory at 0x14380a5c0>,1
727182447,Boleta de Venta,8959097,,2022-02-01,49.35,1981.51,Pendiente,proveedor,Crystal Nolan,Pasaporte,125721620700302,Unit 8821 Box 7845 DPO AA 68875,950-351-,gsmith@yahoo.com,Kimberly Johnson,NIE,158088845774264,"230 Johnson Courts Suite 677 Goldenview, MN 89583",830.620.,branchsteven@gmail.com,<memory at 0x143830dc0>,0
852181405,Recibo,9806271,,2023-10-26,87.68,81345.46,Reembolsada,proveedor,Christie Smith,Pasaporte,139782374457979,"816 Brittany Knolls East Aprilstad, PW 96730",593.470.,amyfisher@yahoo.com,Darrell Bennett,Pasaporte,106049888949378,"PSC 2565, Box 5193 APO AA 05087",235.550.,mtrevino@yahoo.com,<memory at 0x143816500>,1
698348900,Nota de Crédito,5487947,,2020-05-26,40.24,66668.81,Pendiente,proveedor,Mr. Jacob Adams MD,Tarjeta Residencia,167615233432839,"2418 Richardson Corners West Lisaberg, IA 18201",83539970,stephanie82@hotmail.com,Darrell Bennett,Pasaporte,106049888949378,"PSC 2565, Box 5193 APO AA 05087",235.550.,mtrevino@yahoo.com,<memory at 0x143816500>,1
229609883,Nota de Crédito,9363909,,2023-07-02,26.79,97742.98,Pendiente,proveedor,Dustin Atkins,NIE,159477201139048,"64459 Clay Corners Apt. 563 East Tyler, SD 66697",+1-924-8,fwelch@hotmail.com,Austin Terry,NIE,126359089697012,"325 Kathleen Walks Smithchester, MS 38048",668.682.,erika01@gmail.com,<memory at 0x1437f1000>,1
304160620,Recibo,6633339,,2018-10-11,1.18,816.64,En proceso,proveedor,Shane Ryan,NIE,182834337716260,"4366 Morris Creek West Julieview, NY 34884",41662469,jimmy07@hotmail.com,Austin Terry,NIE,126359089697012,"325 Kathleen Walks Smithchester, MS 38048",668.682.,erika01@gmail.com,<memory at 0x1437f1000>,1
709077409,Nota de Crédito,7158217,,2019-12-12,79.71,94871.09,En proceso,proveedor,Justin Fisher,NIE,174220060895231,"066 Marshall Ports Suite 811 Wrightview, OK 01844",(801)297,fernandezjeffery@yahoo.com,Charles Avery,Pasaporte,142501330833948,"PSC 5698, Box 2444 APO AP 58047",+1-970-5,bowmanbrandon@gmail.com,<memory at 0x143800340>,0
631404971,Boleta de Venta,1745361,,2019-12-07,72.92,60697.36,En proceso,proveedor,David Griffin,DNI,168549699488468,"969 Lisa Glens Suite 273 Angelashire, PW 44449",558-733-,reginamurphy@hotmail.com,Jacob Chan,DNI,147508596600773,"0173 Rodgers Lane Munozmouth, TN 77055",001-291-,brian32@yahoo.com,<memory at 0x1438693c0>,0
861479844,Recibo,5292974,,2015-03-19,52.65,57982.57,En proceso,proveedor,Valerie Daniels,Pasaporte,183996684821514,"PSC 5445, Box 9447 APO AA 34208",+1-924-9,meltonmatthew@hotmail.com,Jacob Chan,DNI,147508596600773,"0173 Rodgers Lane Munozmouth, TN 77055",001-291-,brian32@yahoo.com,<memory at 0x1438693c0>,0
394324397,Boleta de Venta,6928851,,2020-06-25,1.58,74166.45,Reembolsada,proveedor,Robert Carrillo,DNI,106298077210115,"6565 Ronald Ports Suite 366 Joshuahaven, MA 11885",+1-816-9,jerryfarley@hotmail.com,Kevin Castro,DNI,173954355380504,"661 Rosario Court Williamview, MA 43151",+1-307-7,kflores@yahoo.com,<memory at 0x1437f1fc0>,1
106519383,Factura,1616749,,2016-08-12,56.17,73587.94,Completada,proveedor,Robert Carrillo,DNI,106298077210115,"6565 Ronald Ports Suite 366 Joshuahaven, MA 11885",+1-816-9,jerryfarley@hotmail.com,Jessica Baldwin,NIE,139558258861269,"477 Joshua Isle Nataliefort, MI 72815",001-497-,mwhite@yahoo.com,<memory at 0x143824580>,0
781941999,Ticket de Venta,7748829,,2021-12-17,91.46,70393.9,Reembolsada,proveedor,Robert Carrillo,DNI,106298077210115,"6565 Ronald Ports Suite 366 Joshuahaven, MA 11885",+1-816-9,jerryfarley@hotmail.com,Rachael Johnson,DNI,190262495678737,"835 Simon Gardens Suite 971 East Jefferychester, WV 81922",(810)993,tmitchell@gmail.com,<memory at 0x1437f1b40>,1
545867539,Recibo,4441861,,2022-10-01,29.81,49333.47,Cancelada,proveedor,Robert Carrillo,DNI,106298077210115,"6565 Ronald Ports Suite 366 Joshuahaven, MA 11885",+1-816-9,jerryfarley@hotmail.com,Mark Park,Pasaporte,140984248215406,"710 Chloe Lakes South Colleen, UT 37725",367-873-,kellypope@hotmail.com,<memory at 0x143852c80>,1
884784096,Nota de Crédito,6235113,,2016-08-10,46.31,37872.2,En proceso,proveedor,Andre Li,NIE,118684924719149,"660 Brianna Mews Suite 448 South Kennethburgh, WV 46925",779.842.,garciamichelle@gmail.com,Mary Ramirez,DNI,181039264289948,"688 Ramirez Field Suite 562 Browntown, CA 85405",001-719-,obrienmegan@yahoo.com,<memory at 0x143816e00>,0
889382107,Ticket de Venta,5067965,,2020-12-17,61.88,27365.28,En proceso,proveedor,Andre Li,NIE,118684924719149,"660 Brianna Mews Suite 448 South Kennethburgh, WV 46925",779.842.,garciamichelle@gmail.com,Kelli Miller,DNI,117691903565938,"8238 Claire Mill North Scott, GU 68091",(581)635,ferrellgary@yahoo.com,<memory at 0x1437edc00>,1
514756309,Recibo,7280332,,2020-03-07,1.39,45537.35,En proceso,proveedor,Andre Li,NIE,118684924719149,"660 Brianna Mews Suite 448 South Kennethburgh, WV 46925",779.842.,garciamichelle@gmail.com,Autumn Baldwin,Pasaporte,123789619912280,"0617 Kristen Canyon East Angelaview, PR 20160",(693)324,shieldsdonna@yahoo.com,<memory at 0x14383c940>,0
269591544,Nota de Crédito,5346312,,2023-09-14,56.5,70117.87,Completada,proveedor,Alyssa Preston,NIE,166140123268368,"7243 Alexandra Road Apt. 397 Samuelport, TN 51136",247-383-,pbowen@gmail.com,Autumn Baldwin,Pasaporte,123789619912280,"0617 Kristen Canyon East Angelaview, PR 20160",(693)324,shieldsdonna@yahoo.com,<memory at 0x14383c940>,0
429685166,Nota de Crédito,1143263,,2021-07-17,8.63,58824.6,Pendiente,proveedor,Haley Clark,Tarjeta Residencia,112757512654430,"45742 Jeffrey Meadows Suite 156 North Elizabeth, NE 47937",750-544-,ehines@yahoo.com,Taylor Johnson,DNI,142877842810259,"87814 Eric Pine Johnmouth, NV 84079",+1-730-5,bankskelsey@yahoo.com,<memory at 0x143830580>,1
667966500,Factura,4748316,,2015-06-09,69.52,29529.73,Reembolsada,proveedor,Haley Clark,Tarjeta Residencia,112757512654430,"45742 Jeffrey Meadows Suite 156 North Elizabeth, NE 47937",750-544-,ehines@yahoo.com,Nina Briggs,NIE,180369036536848,"4128 Grant Parkway Port Brian, NE 67985",+1-916-4,kerrantonio@yahoo.com,<memory at 0x143813e80>,1
826849717,Factura,1962472,,2021-01-18,7.85,10232.36,Reembolsada,proveedor,Michele Keller,NIE,113534689424831,"865 Angela Radial North Samanthaside, MP 60868",001-233-,fward@yahoo.com,Allison Young,NIE,106906734289741,"313 Huff Point Suite 592 South Bonnieport, AS 52874",653.942.,smithbarbara@yahoo.com,<memory at 0x14380b1c0>,0
946997714,Recibo,7651848,,2021-01-28,94.29,6986.68,Completada,proveedor,Ashley Tran,DNI,159770242283788,"509 Joyce Island Melissafort, ID 06260",532-249-,desireeevans@hotmail.com,Allison Young,NIE,106906734289741,"313 Huff Point Suite 592 South Bonnieport, AS 52874",653.942.,smithbarbara@yahoo.com,<memory at 0x14380b1c0>,0
449028539,Recibo,7608821,,2019-10-28,60.99,13583.33,Reembolsada,proveedor,Victor Conner,Tarjeta Residencia,170272097468482,"099 Sanders Burg West Anna, CO 72637",001-498-,sara34@yahoo.com,Robert Booker,NIE,113899684859704,"8785 Morales Inlet East Kellyhaven, MA 95290",001-260-,jenniferbenjamin@yahoo.com,<memory at 0x143851cc0>,0
816680787,Factura,6045536,,2023-11-28,59.61,92478.44,En proceso,proveedor,Victor Conner,Tarjeta Residencia,170272097468482,"099 Sanders Burg West Anna, CO 72637",001-498-,sara34@yahoo.com,Jason King,DNI,187045148119408,"284 Benjamin Estates Suite 802 New Markland, FL 70225",928.654.,sullivanmelanie@hotmail.com,<memory at 0x1437fc040>,1
