idventa,tipo_comprobante,serie_comprobante,num_comprobante,fecha,impuesto,total,estado_venta,tipo_persona,nombre_cliente,tipo_documento_cliente,num_documento_cliente,direccion_cliente,telefono_cliente,email_cliente,nombre_usuario,tipo_documento_usuario,num_documento_usuario,direccion_usuario,telefono_usuario,email_usuario,clave,estado_cliente
266623,Nota de Crédito,5487024,95224257,2016-05-08,98.0,17124.84,Cancelada,cliente,Christopher Phillips,Pasaporte,165991424086024,"005 Angela Springs Apt. 354 South Angela, ME 53642",277.868.,betty38@yahoo.com,Jesse Ward,Pasaporte,160604023923200,"82220 Knight Parks New Keithmouth, NM 29632",501-638-,bellisabella@yahoo.com,<memory at 0x11df0e5c0>,0
344458,Factura,4086203,75778503,2021-01-30,36.63,14175.62,Reembolsada,cliente,Olivia Sheppard,Tarjeta Residencia,165063887655643,"2490 Tony Overpass Apt. 355 Alexisside, RI 60028",725-206-,wheelerdanielle@yahoo.com,Maria Sanders,DNI,118101951904884,"0946 Lewis Road South Cheryl, WV 75941",763-779-,marvin05@gmail.com,<memory at 0x11df284c0>,0
182145,Nota de Débito,9498490,41799546,2015-12-04,77.17,35250.18,Reembolsada,cliente,Patricia Howell,Tarjeta Residencia,181571769368545,"13552 Clark Terrace North Stephanieville, OK 76193",(509)730,connierobinson@yahoo.com,Maria Sanders,DNI,118101951904884,"0946 Lewis Road South Cheryl, WV 75941",763-779-,marvin05@gmail.com,<memory at 0x11df284c0>,0
494279,Recibo,5497560,68846323,2023-12-20,92.01,23605.37,Completada,cliente,Olivia Sheppard,Tarjeta Residencia,165063887655643,"2490 Tony Overpass Apt. 355 Alexisside, RI 60028",725-206-,wheelerdanielle@yahoo.com,James Hernandez,NIE,112195211743765,"727 Jerry Crescent Suite 537 Stevensside, UT 04452",50527706,istevens@hotmail.com,<memory at 0x11df0ea40>,1
292495,Nota de Crédito,9326193,64368252,2017-03-31,65.96,21287.94,Completada,cliente,Olivia Sheppard,Tarjeta Residencia,165063887655643,"2490 Tony Overpass Apt. 355 Alexisside, RI 60028",725-206-,wheelerdanielle@yahoo.com,Taylor Cox,Pasaporte,185271982619060,"974 James Terrace Suite 435 Baileyside, RI 16013",001-759-,andrew39@hotmail.com,<memory at 0x11df0cc40>,1
409997,Nota de Débito,4755901,77849032,2022-02-13,14.47,61284.83,Reembolsada,cliente,Andrew Buchanan,DNI,190429798872853,"47039 Collin Fords Josephville, UT 33166",600.683.,jonathan29@hotmail.com,Donald Andrews,DNI,176247340053224,"5585 Stephenson Points Lake Eduardoshire, NM 75172",(942)326,robersonnicole@hotmail.com,<memory at 0x11df177c0>,1
604566,Factura,5441981,47489482,2021-08-26,56.34,80028.84,Reembolsada,cliente,Timothy Diaz,Tarjeta Residencia,177823748205839,"2900 Brian Shoals Apt. 053 South Aliceland, KY 57980",976.664.,reyesrebecca@hotmail.com,James Washington,Pasaporte,133084921932470,"343 Gonzalez Valley Apt. 887 Hallbury, TN 84422",981-706-,lopezpatrick@hotmail.com,<memory at 0x11df16500>,1
692631,Factura,9652673,65944011,2016-08-30,37.28,35433.86,Pendiente,cliente,Laura Logan,Tarjeta Residencia,108681048451120,"221 Brittany Fords Espinozaborough, MO 97215",+1-947-3,swilson@gmail.com,Andrew Jones,DNI,111109594690750,"88963 James Road North Thomas, CT 62646",867.981.,xavier23@hotmail.com,<memory at 0x11df29e40>,1
927429,Nota de Débito,6545069,20702892,2021-01-24,61.29,45892.97,En proceso,cliente,Laura Logan,Tarjeta Residencia,108681048451120,"221 Brittany Fords Espinozaborough, MO 97215",+1-947-3,swilson@gmail.com,Adam Adams,NIE,157665443774941,"2714 Walker Light West Richardbury, NE 02063",843-224-,marcuswood@hotmail.com,<memory at 0x11df0d9c0>,0
698776,Ticket de Venta,1020364,20820426,2023-02-20,14.29,25899.27,Reembolsada,cliente,Jay Perkins,DNI,184945846803024,"32174 Smith Fork Suite 994 Sherryborough, ME 16216",(866)666,brandonberry@hotmail.com,Mrs. Allison Evans,Pasaporte,164745811281700,"3031 Norton Roads New Teresaberg, IA 81384",804-809-,marvinanderson@hotmail.com,<memory at 0x11df5cb80>,1
570617,Factura,6427899,20698381,2019-08-30,6.07,99138.74,Pendiente,cliente,Mark Young,Tarjeta Residencia,188663584412338,"6421 Lisa Inlet Richardmouth, DC 20940",001-960-,stacey47@yahoo.com,Mrs. Allison Evans,Pasaporte,164745811281700,"3031 Norton Roads New Teresaberg, IA 81384",804-809-,marvinanderson@hotmail.com,<memory at 0x11df5cb80>,1
174581,Factura,6339107,71531058,2022-09-26,15.27,63992.88,Reembolsada,cliente,Joy Cardenas,DNI,125425285236991,"9908 Rodgers Crossroad Apt. 034 Carterview, MP 40367",651-317-,carlos46@hotmail.com,Michael Johnson,NIE,171844283667660,"134 Lisa Lodge Apt. 125 Jeffreyton, MP 47665",001-858-,jerrywells@hotmail.com,<memory at 0x11df2a500>,1
990071,Recibo,5880732,48913315,2016-11-17,29.32,16797.67,Reembolsada,cliente,Nancy Stuart,Tarjeta Residencia,179705128778390,"067 Erickson Shores Suite 739 Lake Joshuafurt, WY 32090",77378798,egarza@gmail.com,Shaun Reyes,Pasaporte,181889469787781,"399 Cross Green Suite 325 Adamsview, NE 90415",001-980-,qpatton@hotmail.com,<memory at 0x11df48ac0>,0
546232,Factura,1267099,26246562,2015-07-10,2.8,54435.35,En proceso,cliente,Kevin Douglas,Tarjeta Residencia,112078386410597,"1923 Watson Ranch Suite 647 Joannamouth, RI 63172",001-712-,bradleygaines@hotmail.com,Shaun Reyes,Pasaporte,181889469787781,"399 Cross Green Suite 325 Adamsview, NE 90415",001-980-,qpatton@hotmail.com,<memory at 0x11df48ac0>,0
372153,Boleta de Venta,4083103,72037794,2017-08-08,55.25,4935.03,Completada,cliente,Nancy Stuart,Tarjeta Residencia,179705128778390,"067 Erickson Shores Suite 739 Lake Joshuafurt, WY 32090",77378798,egarza@gmail.com,Michael Hopkins,Pasaporte,108058247042717,"9932 Kara Cove Suite 376 New Johnland, IA 50019",001-408-,edward50@hotmail.com,<memory at 0x11df49480>,0
731552,Factura,1380823,82153948,2022-11-17,19.89,51652.47,Pendiente,cliente,Kevin Mack,DNI,121388808487997,"8639 Abbott Cove Paulberg, GU 92907",469.395.,jacksonbianca@hotmail.com,Stephanie Burns,DNI,172175102381762,"1874 Diaz Road Apt. 101 West Lindseyland, FM 66608",714.605.,kmills@gmail.com,<memory at 0x11df4a440>,1
930214,Ticket de Venta,1704408,19317213,2018-12-18,30.7,69018.27,En proceso,cliente,Shelby Wolfe,NIE,118691880349766,"60932 Silva Field Apt. 145 Lake Amberton, FL 61265",577.413.,karengonzalez@hotmail.com,Cynthia Woodward,NIE,176931975036992,"7277 Ellis Squares Apt. 369 Tracyland, ME 75116",492-564-,toddjamie@yahoo.com,<memory at 0x11defc400>,0
442270,Factura,7219097,72503191,2022-10-03,87.2,49296.84,Cancelada,cliente,Kevin Douglas,Tarjeta Residencia,112078386410597,"1923 Watson Ranch Suite 647 Joannamouth, RI 63172",001-712-,bradleygaines@hotmail.com,Cynthia Woodward,NIE,176931975036992,"7277 Ellis Squares Apt. 369 Tracyland, ME 75116",492-564-,toddjamie@yahoo.com,<memory at 0x11defc400>,0
472631,Recibo,5846551,60468765,2019-10-07,87.91,17447.2,En proceso,cliente,Leah Webb,NIE,103529674022325,"8206 Jones Prairie Davisburgh, NH 43385",968.310.,orose@hotmail.com,Cynthia Woodward,NIE,176931975036992,"7277 Ellis Squares Apt. 369 Tracyland, ME 75116",492-564-,toddjamie@yahoo.com,<memory at 0x11defc400>,0
938409,Recibo,3432924,22354404,2021-07-17,81.69,13924.62,Pendiente,cliente,Carmen Castillo,NIE,157345447172937,"2894 Linda Mountains Suite 766 Port Alexis, ND 80912",(313)413,wmorris@gmail.com,Douglas Gray,DNI,195223583823971,"962 Hammond Springs North Tiffanyhaven, NY 79935",686.754.,andrewwatson@yahoo.com,<memory at 0x11defd180>,0
720460,Recibo,2803246,34776626,2016-06-21,51.13,24773.5,Completada,cliente,Carmen Castillo,NIE,157345447172937,"2894 Linda Mountains Suite 766 Port Alexis, ND 80912",(313)413,wmorris@gmail.com,Benjamin Davis,NIE,149455675554207,"4464 Stephanie Mews Mcgeeburgh, WV 70881",+1-373-6,mark19@gmail.com,<memory at 0x11df0c4c0>,1
405930,Nota de Débito,1907170,19597800,2016-11-15,44.29,9202.9,Completada,cliente,James Mills,Pasaporte,159101560777541,"0831 Olivia Village Lake Michaelport, MD 23840",894.357.,clarkkevin@gmail.com,Linda Ellison,Pasaporte,148734354399910,"230 Jenny Manor New Julieview, KS 72367",(534)309,sean86@hotmail.com,<memory at 0x11df15e40>,0
283459,Nota de Crédito,5675863,38984559,2023-12-24,31.81,34428.76,Completada,cliente,David Peterson,NIE,161196123131113,"94066 Keith Ridge Laceyburgh, OH 34497",230-734-,jacquelinebauer@gmail.com,Linda Ellison,Pasaporte,148734354399910,"230 Jenny Manor New Julieview, KS 72367",(534)309,sean86@hotmail.com,<memory at 0x11df15e40>,0
355577,Nota de Crédito,4148471,70978828,2019-04-13,54.82,49978.41,Completada,cliente,Trevor Watson,DNI,144964936160888,"280 Jackson Mews Williamsbury, PA 88436",722.333.,calhounjulie@yahoo.com,Linda Ellison,Pasaporte,148734354399910,"230 Jenny Manor New Julieview, KS 72367",(534)309,sean86@hotmail.com,<memory at 0x11df15e40>,0
281013,Nota de Crédito,7219695,74904060,2018-08-06,17.83,41539.14,En proceso,cliente,Joshua Wells,NIE,102054646851677,"PSC 6151, Box 8902 APO AA 49183",26783237,jeffrey78@yahoo.com,Austin Coleman,Pasaporte,170922972725362,"9954 Connor Views Apt. 400 West Christinaville, FL 58727",+1-539-2,larsonjessica@gmail.com,<memory at 0x11defd840>,1
127417,Recibo,9130481,58323465,2023-05-10,86.32,54400.36,Cancelada,cliente,Brittany Stewart,Pasaporte,181088512655901,"312 Lamb Tunnel Jacksonville, DC 85324",911.611.,ntyler@gmail.com,Sean Singleton,NIE,171580104823800,"605 Williams Turnpike Suite 318 Peterburgh, NC 18935",(463)673,dfleming@gmail.com,<memory at 0x11df21900>,1
283613,Nota de Débito,1879045,13515770,2022-04-09,65.42,17070.16,Completada,cliente,Brittany Stewart,Pasaporte,181088512655901,"312 Lamb Tunnel Jacksonville, DC 85324",911.611.,ntyler@gmail.com,Thomas Black,NIE,108568140928914,"43429 Hernandez Brooks Suite 948 South Nicole, ID 39729",31834703,nbailey@gmail.com,<memory at 0x11df5f880>,1
951560,Factura,8914183,63395090,2017-02-05,4.91,29776.21,En proceso,cliente,Brittany Stewart,Pasaporte,181088512655901,"312 Lamb Tunnel Jacksonville, DC 85324",911.611.,ntyler@gmail.com,Kara Brown,Pasaporte,197367559410702,"687 Brian Lock Port Morgan, MA 35095",734-358-,kimcrystal@hotmail.com,<memory at 0x11df22080>,0
257159,Nota de Débito,8103044,70395037,2020-11-12,22.64,93261.39,En proceso,cliente,Debra Thompson,Pasaporte,185355334664650,"79221 Joshua Islands Lake Melissa, MN 57514",807-928-,bburns@gmail.com,Kara Brown,Pasaporte,197367559410702,"687 Brian Lock Port Morgan, MA 35095",734-358-,kimcrystal@hotmail.com,<memory at 0x11df22080>,0
862656,Nota de Crédito,5138933,53066253,2018-01-01,61.26,66786.48,Completada,cliente,Erik Sanchez,Tarjeta Residencia,184433539674759,"2665 Sara Village Suite 466 Lake Emilytown, WI 36490",209-603-,fskinner@yahoo.com,Parker Adams,NIE,158514872603784,"93564 Nancy Fork Suite 047 South Carolyn, WA 35544",+1-421-8,moorepatrick@gmail.com,<memory at 0x11df28b80>,0
996281,Nota de Débito,4633576,84763620,2017-09-29,57.5,38576.14,Reembolsada,cliente,Tim Cline,NIE,196278526133131,Unit 1591 Box 4860 DPO AE 27684,(807)886,christopherross@hotmail.com,Parker Adams,NIE,158514872603784,"93564 Nancy Fork Suite 047 South Carolyn, WA 35544",+1-421-8,moorepatrick@gmail.com,<memory at 0x11df28b80>,0
483077,Nota de Crédito,6958812,32567018,2020-05-16,1.0,77741.62,En proceso,cliente,Erik Sanchez,Tarjeta Residencia,184433539674759,"2665 Sara Village Suite 466 Lake Emilytown, WI 36490",209-603-,fskinner@yahoo.com,Paul Yang,DNI,144817348254490,"837 Gibson Port Apt. 540 New Mary, NE 51936",(604)996,wuantonio@yahoo.com,<memory at 0x11df1ca00>,0
973254,Factura,7168507,29952529,2016-07-05,70.1,45888.31,Cancelada,cliente,Mark Jones,Tarjeta Residencia,161780816433867,"108 Dustin Orchard Margaretchester, AK 08653",(921)333,prestonzachary@yahoo.com,Jacob Hart,DNI,122861237989142,"43175 Gabrielle Club Christineside, LA 25811",+1-307-6,bjohnson@hotmail.com,<memory at 0x11df5c280>,1
184781,Nota de Crédito,9359875,18891292,2019-09-14,51.17,5128.4,Reembolsada,cliente,Victor Moody,NIE,173799528289053,"2907 Joyce Fall Hoffmanville, AS 79409",69851907,ashley11@yahoo.com,Anna Smith,NIE,178535341518770,"81973 Anthony Lakes Suite 611 Dawntown, TX 10728",+1-343-2,lisapage@gmail.com,<memory at 0x11df70340>,0
381402,Nota de Débito,3439111,98705949,2023-01-26,83.54,36212.01,Cancelada,cliente,Christopher Mahoney,NIE,182610152370512,"0854 Michael Coves Suite 025 New Jennifer, VA 17061",+1-823-5,stevenjohnson@yahoo.com,David Thomas,Pasaporte,131188454214799,"44422 Ho Junction Lake Seanshire, MH 88393",(803)273,washingtondominique@yahoo.com,<memory at 0x11df28f40>,1
535863,Nota de Débito,3691814,26922312,2016-08-16,26.67,68836.6,Completada,cliente,Christopher Mahoney,NIE,182610152370512,"0854 Michael Coves Suite 025 New Jennifer, VA 17061",+1-823-5,stevenjohnson@yahoo.com,Jeffery Perez,DNI,150890532419864,"0884 Tiffany Center Martinstad, RI 95363",743.722.,timothy58@yahoo.com,<memory at 0x11df01840>,1
225270,Ticket de Venta,7870460,27865084,2020-08-03,48.57,71919.5,Reembolsada,cliente,John Murphy,Tarjeta Residencia,142268391914474,"114 Patrick Rue New Carly, MI 48159",260.874.,tsmith@gmail.com,Jeffery Perez,DNI,150890532419864,"0884 Tiffany Center Martinstad, RI 95363",743.722.,timothy58@yahoo.com,<memory at 0x11df01840>,1
909786,Recibo,9574918,57784865,2016-08-11,83.29,98861.36,En proceso,cliente,Marilyn James,Pasaporte,137181211411801,"25182 Gordon Radial Apt. 595 Lake Nathan, IN 09752",587-282-,dbell@hotmail.com,Shelia Cruz,NIE,120013448759684,"5645 Parker Plains Port Janice, NY 05467",70829729,andrewdavenport@hotmail.com,<memory at 0x11dd23280>,0
385503,Recibo,3410444,24576545,2022-08-20,8.11,68798.51,En proceso,cliente,James Palmer Jr.,NIE,120113809867706,"5303 Brandon Harbors Suite 726 South Lorraine, CT 53569",675.828.,hgarcia@yahoo.com,Tara Daniels,Pasaporte,156267427633795,Unit 6603 Box 9438 DPO AP 08170,(345)736,davidthompson@yahoo.com,<memory at 0x11df150c0>,1
141796,Boleta de Venta,7967246,37204516,2019-05-26,37.5,73284.94,Pendiente,cliente,Arthur Miller,Tarjeta Residencia,181259025224797,"59098 Damon Pine Apt. 805 Stevenfort, VA 00517",+1-493-2,jacobmedina@gmail.com,Robert Lara,DNI,126378021578250,"48693 Michele Hills Jamesfurt, HI 31886",+1-258-3,jburnett@gmail.com,<memory at 0x11df3dc00>,1
563086,Boleta de Venta,2588550,75317129,2021-02-27,37.52,10668.86,En proceso,cliente,Arthur Miller,Tarjeta Residencia,181259025224797,"59098 Damon Pine Apt. 805 Stevenfort, VA 00517",+1-493-2,jacobmedina@gmail.com,Maria Meyer,DNI,118406622149884,"691 Dorothy Common Vincentshire, SC 45168",(709)283,bennettscott@hotmail.com,<memory at 0x11df2ba00>,1
762350,Factura,5134866,83661349,2015-02-21,61.54,48190.87,Pendiente,cliente,Gerald Valdez,Tarjeta Residencia,115770042661688,"960 Harris Manors Suite 549 South Joseph, VA 48617",613-757-,todd14@hotmail.com,Alison Gay,DNI,174431231032361,"840 Anderson Mountains Millerburgh, OR 56105",873.563.,ohayden@hotmail.com,<memory at 0x11df22a40>,0
626072,Factura,7306621,42683786,2016-06-27,95.29,81570.87,Reembolsada,cliente,Gerald Valdez,Tarjeta Residencia,115770042661688,"960 Harris Manors Suite 549 South Joseph, VA 48617",613-757-,todd14@hotmail.com,Dustin Long,Pasaporte,135659941428601,"845 Elizabeth Lock Suite 965 Douglastown, MO 41900",001-227-,charles88@hotmail.com,<memory at 0x11df36680>,1
512496,Boleta de Venta,4047372,78715434,2023-01-26,0.1,14566.77,Cancelada,cliente,Benjamin Lopez,Pasaporte,145374911271803,"7638 Santana Mill Suite 367 Bakerfurt, FM 46760",001-343-,jenkinswyatt@gmail.com,Brad Williams,NIE,104735204049129,"27186 Perez Club Suite 559 Ortegahaven, IL 52520",917.324.,awaters@hotmail.com,<memory at 0x11df00940>,0
375280,Nota de Débito,7815704,56365611,2018-06-26,74.08,59370.0,Completada,cliente,Sarah Johnson,DNI,150165208823842,"05920 Robertson Square Suite 726 Susanland, MP 53925",645.407.,ireynolds@gmail.com,Benjamin Roberts,Pasaporte,155933739257121,Unit 7370 Box 6014 DPO AE 77884,+1-579-4,cbrown@hotmail.com,<memory at 0x11df347c0>,1
465398,Nota de Débito,5112357,38656564,2016-02-01,65.58,54209.16,Reembolsada,cliente,Gary Guzman,DNI,126667747143148,"46049 Jennifer Courts Maryland, SC 01559",(504)484,robert98@gmail.com,William Freeman,Pasaporte,193108147455770,"460 Townsend Hollow Suite 550 Simmonsfort, CO 77379",(885)564,rachel25@gmail.com,<memory at 0x11df5c400>,1
651766,Nota de Débito,8679974,15260210,2017-10-06,5.42,15607.66,Cancelada,cliente,Matthew Cooper,Tarjeta Residencia,145308609097584,"94751 Anderson Stravenue Apt. 841 Nelsonborough, NV 78594",(634)331,harmonbarbara@yahoo.com,Vanessa Sanford,NIE,191697875097351,"5687 Bobby Cape Suite 562 Jamieville, NJ 96549",789-224-,anthony81@gmail.com,<memory at 0x11df4bb80>,1
179336,Factura,3806341,66190496,2021-03-08,9.73,99961.18,Cancelada,cliente,Matthew Cooper,Tarjeta Residencia,145308609097584,"94751 Anderson Stravenue Apt. 841 Nelsonborough, NV 78594",(634)331,harmonbarbara@yahoo.com,Brian Hernandez,NIE,197033717787842,"2587 Sanders Light East Charlene, OK 35727",414.566.,amy61@hotmail.com,<memory at 0x11df29f00>,0
530133,Factura,8842935,27602630,2016-09-14,26.48,93581.06,Reembolsada,cliente,Matthew Cooper,Tarjeta Residencia,145308609097584,"94751 Anderson Stravenue Apt. 841 Nelsonborough, NV 78594",(634)331,harmonbarbara@yahoo.com,Justin Williams,DNI,193832317279507,"301 Flynn Vista North Faith, GA 06521",84688625,joshuarichardson@gmail.com,<memory at 0x11df2bf40>,0
750947,Nota de Débito,9368897,48121192,2021-02-11,37.68,21318.72,Cancelada,cliente,Paul Rodriguez,DNI,148271833113983,"39526 Christine Passage Suite 943 Colemanmouth, VT 15203",(353)213,blacksteven@hotmail.com,Justin Williams,DNI,193832317279507,"301 Flynn Vista North Faith, GA 06521",84688625,joshuarichardson@gmail.com,<memory at 0x11df2bf40>,0
877056,Recibo,3863089,87136840,2023-06-11,57.66,62699.91,Pendiente,cliente,David Andrews,Pasaporte,147405062128964,"35756 Bullock Trail Suite 567 Paulborough, OR 99736",+1-992-9,wrodriguez@gmail.com,Karen Gomez,NIE,168133902416678,USNV Reed FPO AA 84568,(877)724,cherylsims@gmail.com,<memory at 0x11df1d000>,1
999936,Boleta de Venta,1884723,39010889,2023-10-05,67.81,70982.11,Pendiente,cliente,Lucas Gutierrez,DNI,108639124170778,"79933 White Extension Suite 092 East Patriciaborough, RI 04451",728-932-,kim76@yahoo.com,Rachael Watson,NIE,196111268499185,"PSC 8045, Box 8826 APO AA 13599",778-416-,brooksscott@gmail.com,<memory at 0x11df4b1c0>,0
881158,Nota de Débito,2638388,31222345,2020-07-22,99.5,90029.01,En proceso,cliente,Rebecca Schmidt,Pasaporte,141735793677117,"02484 Jenna Underpass West Manuel, CA 16896",(788)372,joelferguson@gmail.com,Jennifer Peck,DNI,156113803703535,"816 Luke Village Georgeborough, IA 28252",+1-241-6,raymond19@hotmail.com,<memory at 0x11df2b4c0>,0
385563,Nota de Crédito,4919865,84382304,2015-12-30,91.44,25531.57,Pendiente,cliente,Yvonne Williams,DNI,153867189137775,"355 Nichols Mill Suite 839 North Davidbury, TN 79074",+1-460-3,grahambrenda@yahoo.com,James Wilson,NIE,135046538003530,"4031 Michael Ramp North Robertburgh, CA 65358",(828)955,cberry@gmail.com,<memory at 0x11df23640>,0
766498,Recibo,4856379,37450337,2021-10-09,90.91,55576.35,Pendiente,cliente,Craig Woods,DNI,100989990719158,"10446 Taylor Station Apt. 799 New Jesse, DE 51954",516-712-,clarkemily@gmail.com,Wesley Newman,NIE,156701210078831,"913 Emily Forest Davidmouth, MN 91251",518.765.,diane41@yahoo.com,<memory at 0x11df48100>,1
655915,Nota de Crédito,9382465,86313572,2020-01-14,45.2,22358.65,Pendiente,cliente,Michele Clark,Pasaporte,106345078679374,"7625 Donovan Inlet Suite 212 Lake Sarahton, NM 40020",(964)432,matthewwells@hotmail.com,Laura Mcintyre,NIE,146861426724981,"750 Christina River Suite 728 Rojaschester, OK 78584",646.650.,smithricardo@gmail.com,<memory at 0x11defd900>,0
142951,Recibo,1418818,23610945,2022-11-27,71.63,39154.31,En proceso,cliente,Nicholas Clark,Pasaporte,100065645464901,"29871 Anderson Drives Apt. 761 Lake Ronald, AR 45763",001-472-,devon63@hotmail.com,Laura Mcintyre,NIE,146861426724981,"750 Christina River Suite 728 Rojaschester, OK 78584",646.650.,smithricardo@gmail.com,<memory at 0x11defd900>,0
843648,Nota de Crédito,3829612,76617590,2022-02-05,14.58,36857.49,Cancelada,cliente,Jeffrey Chase,DNI,100662851517667,"PSC 0216, Box 4425 APO AE 25748",450-326-,aprilpacheco@yahoo.com,Laura Mcintyre,NIE,146861426724981,"750 Christina River Suite 728 Rojaschester, OK 78584",646.650.,smithricardo@gmail.com,<memory at 0x11defd900>,0
181611,Recibo,3933513,62494058,2022-09-24,61.15,45113.66,En proceso,cliente,Michele Clark,Pasaporte,106345078679374,"7625 Donovan Inlet Suite 212 Lake Sarahton, NM 40020",(964)432,matthewwells@hotmail.com,Elizabeth Harris,NIE,131573733900419,"97840 Brandon Via New Jenniferburgh, AK 65446",714-853-,esmith@yahoo.com,<memory at 0x11defdc00>,0
335730,Ticket de Venta,5148513,50050925,2019-12-01,48.99,53114.81,Reembolsada,cliente,Alejandra Lee,DNI,169276569747423,"42360 Eric Mountains Suite 161 Hicksstad, SD 38588",001-346-,dustin70@yahoo.com,Elizabeth Harris,NIE,131573733900419,"97840 Brandon Via New Jenniferburgh, AK 65446",714-853-,esmith@yahoo.com,<memory at 0x11defdc00>,0
903729,Recibo,8598083,69327461,2015-02-21,68.28,19596.94,Completada,cliente,David Aguilar,NIE,176784772134877,"07232 Erica Views Kingmouth, SD 69328",919-306-,pharvey@yahoo.com,Megan Harper,NIE,104568786709762,"51375 Charles Islands Deannahaven, AK 69607",001-657-,elizabethchung@hotmail.com,<memory at 0x11df2bac0>,1
297817,Factura,2173806,25099149,2015-01-21,25.53,81375.89,En proceso,cliente,Sarah Lee,Pasaporte,109353709754662,"1746 Rodgers Green Bowenberg, NE 72053",618.493.,mliu@gmail.com,Megan Harper,NIE,104568786709762,"51375 Charles Islands Deannahaven, AK 69607",001-657-,elizabethchung@hotmail.com,<memory at 0x11df2bac0>,1
320523,Boleta de Venta,7744543,44246031,2015-08-05,33.35,6753.41,Completada,cliente,David Jenkins,Pasaporte,149876941585584,Unit 1329 Box 9863 DPO AA 55578,600.610.,obrown@hotmail.com,Megan Harper,NIE,104568786709762,"51375 Charles Islands Deannahaven, AK 69607",001-657-,elizabethchung@hotmail.com,<memory at 0x11df2bac0>,1
248735,Factura,9499600,29557706,2020-10-17,25.0,56291.43,Pendiente,cliente,David Aguilar,NIE,176784772134877,"07232 Erica Views Kingmouth, SD 69328",919-306-,pharvey@yahoo.com,Jeffery Richardson,Pasaporte,185870475434276,"548 Michelle Extensions North Coryfort, MH 62083",685.837.,ysteele@hotmail.com,<memory at 0x11df01b40>,1
903731,Nota de Crédito,4657732,29180518,2019-04-04,49.18,97106.97,En proceso,cliente,Anna Hamilton,NIE,156041319079926,"4709 Jonathan Rest Apt. 879 Andersonside, HI 47943",(264)654,hickmanerin@gmail.com,Kristine Crawford,NIE,111334903600578,"159 Tiffany Square Doyleborough, WY 32133",316.507.,nathanielallen@hotmail.com,<memory at 0x11df37e80>,1
481844,Factura,1811013,77853287,2016-04-03,87.92,38737.66,En proceso,cliente,Allison Evans,DNI,143887202578409,"04181 Herman Via Apt. 650 Richardburgh, OH 45032",830-521-,amyrodriguez@gmail.com,Kevin Young,DNI,139190503375559,"2153 Moore Circle Carlsonshire, AL 31573",448-565-,tdavis@gmail.com,<memory at 0x11df16e00>,0
594907,Boleta de Venta,4127748,40395767,2019-03-22,78.35,52121.14,Cancelada,cliente,Allison Evans,DNI,143887202578409,"04181 Herman Via Apt. 650 Richardburgh, OH 45032",830-521-,amyrodriguez@gmail.com,Anthony Monroe,DNI,136225529503740,"00073 Nancy Vista North Carla, MD 20639",213-344-,xmahoney@hotmail.com,<memory at 0x11df71e40>,1
299574,Boleta de Venta,1475151,12851818,2020-10-31,6.27,91030.35,Pendiente,cliente,Ashley Roberts,DNI,160810054794129,"57792 Jason Grove Thomaston, ND 03612",001-942-,vscott@hotmail.com,Kyle Hooper,DNI,161491842032729,"070 Joseph Lakes Suite 858 West Staceyview, OR 56202",815.388.,ihebert@hotmail.com,<memory at 0x11df23dc0>,0
984509,Nota de Débito,9829800,15228339,2019-02-05,82.6,92200.05,En proceso,cliente,Ann Carter,NIE,126283274957142,"259 Lee Mews Lake Kimberlymouth, VA 88847",001-277-,harveywayne@hotmail.com,Kyle Hooper,DNI,161491842032729,"070 Joseph Lakes Suite 858 West Staceyview, OR 56202",815.388.,ihebert@hotmail.com,<memory at 0x11df23dc0>,0
939202,Recibo,4404402,26961104,2022-12-17,60.43,58973.43,Pendiente,cliente,Ashley Roberts,DNI,160810054794129,"57792 Jason Grove Thomaston, ND 03612",001-942-,vscott@hotmail.com,Dr. Ronald Stone,DNI,107218051616156,"2215 Michael Road Gonzalezmouth, UT 00933",001-907-,fmartin@hotmail.com,<memory at 0x11df37100>,1
313910,Nota de Crédito,8495699,74103404,2020-02-21,51.79,65708.33,Completada,cliente,Austin Moore,Tarjeta Residencia,197619523361063,Unit 6882 Box 8830 DPO AE 47655,(953)398,christinechavez@yahoo.com,Brandy Clark,DNI,139591777304226,"74067 Dominguez Summit Jonathanville, VA 51675",315.801.,debra91@hotmail.com,<memory at 0x11df49600>,1
715326,Factura,6543962,76733046,2019-12-06,48.41,53308.33,Completada,cliente,Sharon Harrison,Pasaporte,100784658485382,Unit 6070 Box 8101 DPO AA 51652,583-271-,pamela19@yahoo.com,Mrs. Crystal Jones,DNI,160579454354251,"437 James Tunnel Suite 630 Sarahland, AZ 16607",(891)226,stantoncynthia@hotmail.com,<memory at 0x11df1de40>,1
561728,Factura,6816349,39928441,2019-06-12,53.55,32538.19,Reembolsada,cliente,Victor Boyd,NIE,163496550897861,"PSC 9934, Box 8936 APO AE 49748",001-931-,uwilliams@gmail.com,Danielle Miller,NIE,140046135767232,"4585 Edward Road Starktown, IN 64858",+1-766-7,patrick83@gmail.com,<memory at 0x11deff940>,1
